 245,DZTXVX,19373
 247,PNRAAQ,19662
 245,AZKRXW,13579
 246,GTESTG,11166
 247,PYTCLU,12609
 245,EWUNVU,5208
 246,UOAGNZ,19868
 245,ZSYXZR,11634
 247,CBUMTF,12829
 245,WLGFSH,9023
 246,DNRQSO,6873
 247,TXVFGI,19423
 247,XSXIXN,9785
 247,FNTWYY,9171
 245,AZQOWN,18061
 247,AEWCQB,13215
 246,FLSECS,18077
 247,XHNZRH,14195
 245,IHLNTQ,17758
 246,YVHQSB,9359
 247,YQRUFM,10997
 246,OPOHIG,17792
 246,NCOZPC,19016
 246,HKPBJS,15119
 245,IAAIBT,14623
 247,ZRTTOO,17406
 247,QJFSDC,9224
 246,KLCHBT,16767
 245,TMFOAZ,10189
 247,WOTGIU,11097
 246,VQTZLC,18335
 246,JMAIHD,14091
 247,ZUHRDL,9155
 245,MHBNUF,8330
 245,DAMOOE,14962
 245,EKSLJF,13071
 247,BDNKUO,10603
 247,MJKFWG,5639
 246,HUZGYM,13560
 246,UUFOZS,6704
 245,QNEDZA,13593
 246,FPWJEX,19539
 245,XWAABE,15523
 245,ARXTLQ,18391
 246,VAQSCC,13135
 247,HOITLD,12589
 246,VMYYIM,18257
 246,QYDZVG,15975
 247,LCUWVM,19175
